FILE_NAME=Trajectory_StowToL4.csv,T=0.28,dt=0.001,h0=0.0,hf=0.7,theta0_deg=-93.0,thetaf_deg=-235.0,dh0=0.0,dhf=0.0,dtheta0=0.0,dthetaf=0.0,h_min_for_arm=0.2,penalty_strength=1000000.0
time,height,angle_deg,dh,dtheta_rad_s
1.670000000000000095e-01,5.784627339397055978e-01,-1.727545590280357146e+02,2.180218561321161097e+00,-1.489467316758074311e+01
1.680000000000000104e-01,5.806429525010268211e-01,-1.736079609377648296e+02,2.159648607101697593e+00,-1.487341943745392570e+01
1.690000000000000113e-01,5.828026011081285374e-01,-1.744601450984587814e+02,2.139101512025421759e+00,-1.485019175240382694e+01
1.700000000000000122e-01,5.849417026201538805e-01,-1.753109984108315018e+02,2.118577274037623859e+00,-1.482499011010767731e+01
1.710000000000000131e-01,5.870602798941916278e-01,-1.761604077754638524e+02,2.098075891085880329e+00,-1.479781450804531318e+01
1.720000000000000140e-01,5.891583557852774211e-01,-1.770082600927923124e+02,2.077597361120052444e+00,-1.476866494349917502e+01
1.730000000000000149e-01,5.912359531463974305e-01,-1.778544422630976385e+02,2.057141682092287649e+00,-1.473754141355430569e+01
1.740000000000000158e-01,5.932930948284896866e-01,-1.786988411864935529e+02,2.036708851957018229e+00,-1.470444391509835391e+01
1.750000000000000167e-01,5.953298036804467452e-01,-1.795413437629154885e+02,2.016298868670959976e+00,-1.466937244482156721e+01
1.759999999999999898e-01,5.973461025491176857e-01,-1.803818368921092770e+02,1.995911730193115963e+00,-1.463232699921679902e+01
1.769999999999999907e-01,5.993420142793108862e-01,-1.812202074736197233e+02,1.975547434484771658e+00,-1.459330757457950689e+01
1.779999999999999916e-01,6.013175617137955786e-01,-1.820563424067794358e+02,1.955205979509497372e+00,-1.455231416700774716e+01
1.789999999999999925e-01,6.032727676933050676e-01,-1.828901285906974294e+02,1.934887363233148028e+00,-1.450934677240217674e+01
1.799999999999999933e-01,6.052076550565381741e-01,-1.837214529242478420e+02,1.914591583623861837e+00,-1.446440538646605845e+01
1.809999999999999942e-01,6.071222466401620110e-01,-1.845502023060586225e+02,1.894318638652060738e+00,-1.441749000470525388e+01
1.819999999999999951e-01,6.090165652788142037e-01,-1.853762636345002761e+02,1.874068526290450398e+00,-1.436860062242822345e+01
1.829999999999999960e-01,6.108906338051046658e-01,-1.861995238076744386e+02,1.853841244514019326e+00,-1.431773723474602988e+01
1.839999999999999969e-01,6.127444750496185977e-01,-1.870198697234027065e+02,1.833636791300039537e+00,-1.426489983657233473e+01
1.849999999999999978e-01,6.145781118409185950e-01,-1.878371882792151268e+02,1.813455164628065885e+00,-1.421008842262340011e+01
1.859999999999999987e-01,6.163915670055466478e-01,-1.886513663723391687e+02,1.793296362479935402e+00,-1.415330298741807979e+01
1.869999999999999996e-01,6.181848633680264715e-01,-1.894622908996881563e+02,1.773160382839767957e+00,-1.409454352527783350e+01
1.880000000000000004e-01,6.199580237508662828e-01,-1.902698487578500135e+02,1.753047223693965595e+00,-1.403381003032671259e+01
1.890000000000000013e-01,6.217110709745602426e-01,-1.910739268430760944e+02,1.732956883031212314e+00,-1.397110249649137081e+01
1.900000000000000022e-01,6.234440278575913430e-01,-1.918744120512697293e+02,1.712889358842474063e+00,-1.390642091750105358e+01
1.910000000000000031e-01,6.251569172164338495e-01,-1.926711912779749980e+02,1.692844649120998746e+00,-1.383976528688760332e+01
1.920000000000000040e-01,6.268497618655548553e-01,-1.934641514183653044e+02,1.672822751862314883e+00,-1.377113559798545595e+01
1.930000000000000049e-01,6.285225846174171682e-01,-1.942531793672322351e+02,1.652823665064233172e+00,-1.370053184393164258e+01
1.940000000000000058e-01,6.301754082824814196e-01,-1.950381620189741056e+02,1.632847386726844929e+00,-1.362795401766578784e+01
1.950000000000000067e-01,6.318082556692082852e-01,-1.958189862675847337e+02,1.612893914852521871e+00,-1.355340211193011157e+01
1.960000000000000075e-01,6.334211495840608164e-01,-1.965955390066420136e+02,1.592963247445917219e+00,-1.347687611926941820e+01
1.970000000000000084e-01,6.350141128315066608e-01,-1.973677071292968321e+02,1.573055382513964151e+00,-1.339837603203111271e+01
1.980000000000000093e-01,6.365871682140206156e-01,-1.981353775282614720e+02,1.553170318065876021e+00,-1.331790184236518293e+01
1.990000000000000102e-01,6.381403385320864041e-01,-1.988984370957984709e+02,1.533308052113146580e+00,-1.323545354222421366e+01
2.000000000000000111e-01,6.396736465841996733e-01,-1.996567727237093948e+02,1.513468582669549090e+00,-1.315103112336337432e+01
2.010000000000000120e-01,6.411871151668691038e-01,-2.004102713033233272e+02,1.493651907751136765e+00,-1.306463457734042066e+01
2.020000000000000129e-01,6.426807670746202961e-01,-2.011588197254856141e+02,1.473858025376241887e+00,-1.297626389551570014e+01
2.030000000000000138e-01,6.441546250999965473e-01,-2.019023048805466374e+02,1.454086933565476469e+00,-1.288591906905214302e+01
2.040000000000000147e-01,6.456087120335619600e-01,-2.026406136583504747e+02,1.434338630341731147e+00,-1.279360008891526945e+01
2.050000000000000155e-01,6.470430506639037738e-01,-2.033736329482235021e+02,1.414613113730175620e+00,-1.269930694587317710e+01
2.060000000000000164e-01,6.484576637776339192e-01,-2.041012496389632247e+02,1.394910381758258211e+00,-1.260303963049655529e+01
2.070000000000000173e-01,6.498525741593922378e-01,-2.048233506188267938e+02,1.375230432455705865e+00,-1.250479813315866906e+01
2.080000000000000182e-01,6.512278045918479252e-01,-2.055398227755198661e+02,1.355573263854523480e+00,-1.240458244403537336e+01
2.089999999999999913e-01,6.525833778557024178e-01,-2.062505529961851494e+02,1.335938873988994358e+00,-1.230239255310509527e+01
